patch_id,bug_id,project,tool,label,lines_added,lines_removed,total_changed,code_lines_added,code_lines_removed,n_hunks,n_files,only_deletes,adds_conditional_guard,literal_in_failing_test_message,has_trigger_test_info,whitespace_normalized
Patches_ICSE__Doverfitting__jMutRepair__Closure__patch1-Closure-126-jMutRepair-plausible,Closure-126,Closure,jMutRepair,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__jMutRepair__Closure__patch1-Closure-21-jMutRepair-plausible,Closure-21,Closure,jMutRepair,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__jMutRepair__Closure__patch1-Closure-22-jMutRepair-plausible,Closure-22,Closure,jMutRepair,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__jMutRepair__Lang__patch1-Lang-22-jMutRepair-plausible,Lang-22,Lang,jMutRepair,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__jMutRepair__Lang__patch1-Lang-27-jMutRepair-plausible,Lang-27,Lang,jMutRepair,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__jMutRepair__Math__patch1-Math-2-jMutRepair-plausible,Math-2,Math,jMutRepair,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__jMutRepair__Math__patch1-Math-28-jMutRepair-plausible,Math-28,Math,jMutRepair,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__jMutRepair__Math__patch1-Math-50-jMutRepair-plausible,Math-50,Math,jMutRepair,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__jMutRepair__Math__patch1-Math-52-jMutRepair-plausible,Math-52,Math,jMutRepair,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__jMutRepair__Math__patch1-Math-57-jMutRepair-plausible,Math-57,Math,jMutRepair,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__jMutRepair__Math__patch1-Math-80-jMutRepair-plausible,Math-80,Math,jMutRepair,overfitting,1,1,2,1,1,1,1,0,1,1,1,0
Patches_ICSE__Doverfitting__jMutRepair__Math__patch1-Math-81-jMutRepair-plausible,Math-81,Math,jMutRepair,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__jMutRepair__Math__patch1-Math-84-jMutRepair-plausible,Math-84,Math,jMutRepair,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__jMutRepair__Math__patch1-Math-88-jMutRepair-plausible,Math-88,Math,jMutRepair,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__kPAR__Chart__patch1-Chart-13-kPAR-plausible,Chart-13,Chart,kPAR,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__kPAR__Chart__patch1-Chart-14-kPAR-plausible,Chart-14,Chart,kPAR,overfitting,4,1,5,4,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__kPAR__Chart__patch1-Chart-15-kPAR-plausible,Chart-15,Chart,kPAR,overfitting,4,1,5,4,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__kPAR__Chart__patch1-Chart-17-kPAR-plausible,Chart-17,Chart,kPAR,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__kPAR__Chart__patch1-Chart-25-kPAR-plausible,Chart-25,Chart,kPAR,overfitting,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Doverfitting__kPAR__Chart__patch1-Chart-26-kPAR-plausible,Chart-26,Chart,kPAR,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__kPAR__Chart__patch1-Chart-3-kPAR-plausible,Chart-3,Chart,kPAR,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__kPAR__Chart__patch1-Chart-5-kPAR-plausible,Chart-5,Chart,kPAR,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__kPAR__Chart__patch1-Chart-7-kPAR-plausible,Chart-7,Chart,kPAR,overfitting,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Doverfitting__kPAR__Closure__patch1-Closure-109-kPAR-plausible,Closure-109,Closure,kPAR,overfitting,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Doverfitting__kPAR__Closure__patch1-Closure-115-kPAR-plausible,Closure-115,Closure,kPAR,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__kPAR__Closure__patch1-Closure-126-kPAR-plausible,Closure-126,Closure,kPAR,overfitting,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Doverfitting__kPAR__Closure__patch1-Closure-129-kPAR-plausible,Closure-129,Closure,kPAR,overfitting,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Doverfitting__kPAR__Closure__patch1-Closure-35-kPAR-plausible,Closure-35,Closure,kPAR,overfitting,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Doverfitting__kPAR__Closure__patch1-Closure-46-kPAR-plausible,Closure-46,Closure,kPAR,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__kPAR__Closure__patch1-Closure-62-kPAR-plausible,Closure-62,Closure,kPAR,overfitting,1,2,3,1,2,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__kPAR__Closure__patch1-Closure-63-kPAR-plausible,Closure-63,Closure,kPAR,overfitting,1,2,3,1,2,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__kPAR__Lang__patch1-Lang-10-kPAR-plausible,Lang-10,Lang,kPAR,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__kPAR__Lang__patch1-Lang-16-kPAR-plausible,Lang-16,Lang,kPAR,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__kPAR__Lang__patch1-Lang-18-kPAR-plausible,Lang-18,Lang,kPAR,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__kPAR__Lang__patch1-Lang-20-kPAR-plausible,Lang-20,Lang,kPAR,overfitting,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Doverfitting__kPAR__Lang__patch1-Lang-21-kPAR-plausible,Lang-21,Lang,kPAR,overfitting,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Doverfitting__kPAR__Lang__patch1-Lang-24-kPAR-plausible,Lang-24,Lang,kPAR,overfitting,2,1,3,2,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__kPAR__Lang__patch1-Lang-27-kPAR-plausible,Lang-27,Lang,kPAR,overfitting,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Doverfitting__kPAR__Lang__patch1-Lang-41-kPAR-plausible,Lang-41,Lang,kPAR,overfitting,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Doverfitting__kPAR__Lang__patch1-Lang-43-kPAR-plausible,Lang-43,Lang,kPAR,overfitting,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Doverfitting__kPAR__Lang__patch1-Lang-44-kPAR-plausible,Lang-44,Lang,kPAR,overfitting,1,2,3,1,2,1,1,0,0,0,1,0
Patches_ICSE__Doverfitting__kPAR__Lang__patch1-Lang-45-kPAR-plausible,Lang-45,Lang,kPAR,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__kPAR__Lang__patch1-Lang-51-kPAR-plausible,Lang-51,Lang,kPAR,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__kPAR__Lang__patch1-Lang-53-kPAR-plausible,Lang-53,Lang,kPAR,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__kPAR__Lang__patch1-Lang-57-kPAR-plausible,Lang-57,Lang,kPAR,overfitting,4,1,5,4,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__kPAR__Lang__patch1-Lang-58-kPAR-plausible,Lang-58,Lang,kPAR,overfitting,1,2,3,1,2,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__kPAR__Lang__patch1-Lang-59-kPAR-plausible,Lang-59,Lang,kPAR,overfitting,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Doverfitting__kPAR__Lang__patch1-Lang-63-kPAR-plausible,Lang-63,Lang,kPAR,overfitting,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Doverfitting__kPAR__Math__patch1-Math-104-kPAR-plausible,Math-104,Math,kPAR,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__kPAR__Math__patch1-Math-15-kPAR-plausible,Math-15,Math,kPAR,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__kPAR__Math__patch1-Math-2-kPAR-plausible,Math-2,Math,kPAR,overfitting,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Doverfitting__kPAR__Math__patch1-Math-40-kPAR-plausible,Math-40,Math,kPAR,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__kPAR__Math__patch1-Math-42-kPAR-plausible,Math-42,Math,kPAR,overfitting,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Doverfitting__kPAR__Math__patch1-Math-43-kPAR-plausible,Math-43,Math,kPAR,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__kPAR__Math__patch1-Math-49-kPAR-plausible,Math-49,Math,kPAR,overfitting,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Doverfitting__kPAR__Math__patch1-Math-50-kPAR-plausible,Math-50,Math,kPAR,overfitting,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Doverfitting__kPAR__Math__patch1-Math-62-kPAR-plausible,Math-62,Math,kPAR,overfitting,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Doverfitting__kPAR__Math__patch1-Math-63-kPAR-plausible,Math-63,Math,kPAR,overfitting,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Doverfitting__kPAR__Math__patch1-Math-7-kPAR-plausible,Math-7,Math,kPAR,overfitting,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Doverfitting__kPAR__Math__patch1-Math-8-kPAR-plausible,Math-8,Math,kPAR,overfitting,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Doverfitting__kPAR__Math__patch1-Math-80-kPAR-plausible,Math-80,Math,kPAR,overfitting,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Doverfitting__kPAR__Math__patch1-Math-81-kPAR-plausible,Math-81,Math,kPAR,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__kPAR__Math__patch1-Math-82-kPAR-plausible,Math-82,Math,kPAR,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__kPAR__Math__patch1-Math-84-kPAR-plausible,Math-84,Math,kPAR,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__kPAR__Math__patch1-Math-88-kPAR-plausible,Math-88,Math,kPAR,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__kPAR__Time__patch1-Time-17-kPAR-plausible,Time-17,Time,kPAR,overfitting,1,1,2,1,1,1,1,0,0,1,1,0
Patches_ICSE__Dsame__ACS__Chart__patch1-Chart-14-ACS,Chart-14,Chart,ACS,correct,12,0,12,12,0,4,2,0,1,0,1,0
Patches_ICSE__Dsame__ACS__Time__patch1-Time-15-ACS,Time-15,Time,ACS,correct,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Dsame__AVATAR__Chart__patch1-Chart-1-AVATAR,Chart-1,Chart,AVATAR,correct,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Dsame__AVATAR__Chart__patch1-Chart-19-AVATAR,Chart-19,Chart,AVATAR,correct,6,0,6,6,0,2,1,0,1,0,1,0
Patches_ICSE__Dsame__AVATAR__Chart__patch1-Chart-24-AVATAR,Chart-24,Chart,AVATAR,correct,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Dsame__AVATAR__Chart__patch1-Chart-4-AVATAR,Chart-4,Chart,AVATAR,correct,2,0,2,2,0,2,1,0,1,0,1,0
Patches_ICSE__Dsame__AVATAR__Closure__patch1-Closure-46-AVATAR,Closure-46,Closure,AVATAR,correct,0,16,16,0,16,1,1,1,0,0,1,0
Patches_ICSE__Dsame__AVATAR__Closure__patch1-Closure-62-AVATAR,Closure-62,Closure,AVATAR,correct,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Dsame__AVATAR__Closure__patch1-Closure-63-AVATAR,Closure-63,Closure,AVATAR,correct,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Dsame__AVATAR__Closure__patch1-Closure-73-AVATAR,Closure-73,Closure,AVATAR,correct,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Dsame__AVATAR__Lang__patch1-Lang-6-AVATAR,Lang-6,Lang,AVATAR,correct,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Dsame__AVATAR__Lang__patch1-Lang-7-AVATAR,Lang-7,Lang,AVATAR,correct,3,3,6,3,3,2,1,0,1,0,1,0
Patches_ICSE__Dsame__AVATAR__Math__patch1-Math-4-AVATAR,Math-4,Math,AVATAR,correct,6,0,6,6,0,2,2,0,1,0,1,0
Patches_ICSE__Dsame__AVATAR__Math__patch1-Math-59-AVATAR,Math-59,Math,AVATAR,correct,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Dsame__AVATAR__Math__patch1-Math-89-AVATAR,Math-89,Math,AVATAR,correct,4,0,4,4,0,1,1,0,1,0,1,0
Patches_ICSE__Dsame__Arja__Math__patch1-Math-58-Arja,Math-58,Math,Arja,correct,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Dsame__Arja__Math__patch1-Math-98-Arja,Math-98,Math,Arja,correct,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Dsame__Cardumen__Math__patch1-Math-70-Cardumen,Math-70,Math,Cardumen,correct,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Dsame__FixMiner__Chart__patch1-Chart-1-FixMiner,Chart-1,Chart,FixMiner,correct,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Dsame__FixMiner__Chart__patch1-Chart-19-FixMiner,Chart-19,Chart,FixMiner,correct,6,0,6,6,0,2,1,0,1,0,1,0
Patches_ICSE__Dsame__FixMiner__Chart__patch1-Chart-4-FixMiner,Chart-4,Chart,FixMiner,correct,2,0,2,2,0,2,1,0,1,0,1,0
Patches_ICSE__Dsame__FixMiner__Math__patch1-Math-22-FixMiner,Math-22,Math,FixMiner,correct,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Dsame__FixMiner__Math__patch1-Math-30-FixMiner,Math-30,Math,FixMiner,correct,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Dsame__FixMiner__Math__patch1-Math-34-FixMiner,Math-34,Math,FixMiner,correct,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Dsame__FixMiner__Math__patch1-Math-57-FixMiner,Math-57,Math,FixMiner,correct,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Dsame__FixMiner__Math__patch1-Math-70-FixMiner,Math-70,Math,FixMiner,correct,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Dsame__FixMiner__Math__patch1-Math-75-FixMiner,Math-75,Math,FixMiner,correct,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Dsame__FixMiner__Math__patch1-Math-79-FixMiner,Math-79,Math,FixMiner,correct,2,2,4,2,2,1,1,0,0,0,1,0
Patches_ICSE__Dsame__RSRepair__Closure__patch1-Closure-126-RSRepair,Closure-126,Closure,RSRepair,correct,0,4,4,0,4,1,1,1,0,0,1,0
Patches_ICSE__Dsame__SimFix__Chart__patch1-Chart-1-SimFix,Chart-1,Chart,SimFix,correct,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Dsame__SimFix__Chart__patch1-Chart-7-SimFix,Chart-7,Chart,SimFix,correct,2,2,4,2,2,1,1,0,0,0,1,0
Patches_ICSE__Dsame__SimFix__Closure__patch1-Closure-62-SimFix,Closure-62,Closure,SimFix,correct,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Dsame__SimFix__Closure__patch1-Closure-63-SimFix,Closure-63,Closure,SimFix,correct,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Dsame__SimFix__Closure__patch1-Closure-73-SimFix,Closure-73,Closure,SimFix,correct,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Dsame__SimFix__Lang__patch1-Lang-33-SimFix,Lang-33,Lang,SimFix,correct,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Dsame__SimFix__Lang__patch1-Lang-39-SimFix,Lang-39,Lang,SimFix,correct,3,0,3,3,0,1,1,0,1,0,1,0
Patches_ICSE__Dsame__SimFix__Lang__patch1-Lang-43-SimFix,Lang-43,Lang,SimFix,correct,1,0,1,1,0,1,1,0,0,0,1,0
Patches_ICSE__Dsame__SimFix__Lang__patch1-Lang-58-SimFix,Lang-58,Lang,SimFix,correct,1,2,3,1,2,1,1,0,0,0,1,0
Patches_ICSE__Dsame__SimFix__Math__patch1-Math-41-SimFix,Math-41,Math,SimFix,correct,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Dsame__SimFix__Math__patch1-Math-5-SimFix,Math-5,Math,SimFix,correct,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Dsame__SimFix__Math__patch1-Math-53-SimFix,Math-53,Math,SimFix,correct,3,0,3,3,0,1,1,0,1,0,1,0
Patches_ICSE__Dsame__SimFix__Math__patch1-Math-57-SimFix,Math-57,Math,SimFix,correct,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Dsame__SimFix__Math__patch1-Math-59-SimFix,Math-59,Math,SimFix,correct,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Dsame__SimFix__Math__patch1-Math-70-SimFix,Math-70,Math,SimFix,correct,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Dsame__SimFix__Math__patch1-Math-75-SimFix,Math-75,Math,SimFix,correct,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Dsame__SimFix__Math__patch1-Math-79-SimFix,Math-79,Math,SimFix,correct,2,2,4,2,2,1,1,0,0,0,1,0
Patches_ICSE__Dsame__TBar__Chart__patch1-Chart-1-TBar,Chart-1,Chart,TBar,correct,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Dsame__TBar__Chart__patch1-Chart-19-TBar,Chart-19,Chart,TBar,correct,6,0,6,6,0,2,1,0,1,0,1,0
Patches_ICSE__Dsame__TBar__Chart__patch1-Chart-20-TBar,Chart-20,Chart,TBar,correct,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Dsame__TBar__Chart__patch1-Chart-24-TBar,Chart-24,Chart,TBar,correct,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Dsame__TBar__Chart__patch1-Chart-4-TBar,Chart-4,Chart,TBar,correct,2,0,2,2,0,2,1,0,1,0,1,0
Patches_ICSE__Dsame__TBar__Chart__patch1-Chart-9-TBar,Chart-9,Chart,TBar,correct,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Dsame__TBar__Closure__patch1-Closure-62-TBar,Closure-62,Closure,TBar,correct,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Dsame__TBar__Closure__patch1-Closure-63-TBar,Closure-63,Closure,TBar,correct,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Dsame__TBar__Closure__patch1-Closure-73-TBar,Closure-73,Closure,TBar,correct,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Dsame__TBar__Lang__patch1-Lang-57-TBar,Lang-57,Lang,TBar,correct,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Dsame__TBar__Lang__patch1-Lang-59-TBar,Lang-59,Lang,TBar,correct,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Dsame__TBar__Math__patch1-Math-5-TBar,Math-5,Math,TBar,correct,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Dsame__TBar__Math__patch1-Math-57-TBar,Math-57,Math,TBar,correct,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Dsame__TBar__Math__patch1-Math-70-TBar,Math-70,Math,TBar,correct,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Dsame__TBar__Math__patch1-Math-75-TBar,Math-75,Math,TBar,correct,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Dsame__TBar__Math__patch1-Math-79-TBar,Math-79,Math,TBar,correct,2,2,4,2,2,1,1,0,0,0,1,0
Patches_ICSE__Dsame__TBar__Math__patch1-Math-89-TBar,Math-89,Math,TBar,correct,4,0,4,4,0,1,1,0,1,0,1,0
Patches_ICSE__Dsame__jGenProg__Math__patch1-Math-70-jGenProg,Math-70,Math,jGenProg,correct,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Dsame__jMutRepair__Chart__patch1-Chart-1-jMutRepair,Chart-1,Chart,jMutRepair,correct,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Dsame__jMutRepair__Closure__patch1-Closure-62-jMutRepair,Closure-62,Closure,jMutRepair,correct,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Dsame__jMutRepair__Closure__patch1-Closure-63-jMutRepair,Closure-63,Closure,jMutRepair,correct,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Dsame__jMutRepair__Math__patch1-Math-82-jMutRepair,Math-82,Math,jMutRepair,correct,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Dsame__jMutRepair__Math__patch1-Math-85-jMutRepair,Math-85,Math,jMutRepair,correct,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Dsame__kPAR__Chart__patch1-Chart-1-kPAR,Chart-1,Chart,kPAR,correct,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Dsame__kPAR__Chart__patch1-Chart-19-kPAR,Chart-19,Chart,kPAR,correct,6,0,6,6,0,2,1,0,1,0,1,0
Patches_ICSE__Dsame__kPAR__Chart__patch1-Chart-4-kPAR,Chart-4,Chart,kPAR,correct,2,0,2,2,0,2,1,0,1,0,1,0
Patches_ICSE__Dsame__kPAR__Closure__patch1-Closure-73-kPAR,Closure-73,Closure,kPAR,correct,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Dsame__kPAR__Math__patch1-Math-58-kPAR,Math-58,Math,kPAR,correct,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Dsame__kPAR__Math__patch1-Math-70-kPAR,Math-70,Math,kPAR,correct,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Dsame__kPAR__Math__patch1-Math-75-kPAR,Math-75,Math,kPAR,correct,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Dsame__kPAR__Math__patch1-Math-89-kPAR,Math-89,Math,kPAR,correct,4,0,4,4,0,1,1,0,1,0,1,0
Patches_others__Dcorrect__CapGen__Chart__patch1-Chart-1-CapGen,Chart-1,Chart,CapGen,correct,1,1,2,1,1,1,1,0,1,0,1,0
Patches_others__Dcorrect__CapGen__Chart__patch1-Chart-11-CapGen,Chart-11,Chart,CapGen,correct,1,1,2,1,1,1,1,0,0,0,1,0
Patches_others__Dcorrect__CapGen__Chart__patch1-Chart-24-CapGen,Chart-24,Chart,CapGen,correct,1,1,2,1,1,1,1,0,0,0,1,0
Patches_others__Dcorrect__CapGen__Chart__patch1-Chart-8-CapGen,Chart-8,Chart,CapGen,correct,1,1,2,1,1,1,1,0,0,0,1,0
Patches_others__Dcorrect__CapGen__Chart__patch2-Chart-11-CapGen,Chart-11,Chart,CapGen,correct,1,1,2,1,1,1,1,0,0,0,1,0
Patches_others__Dcorrect__CapGen__Lang__patch1-Lang-26-CapGen,Lang-26,Lang,CapGen,correct,1,1,2,1,1,1,1,0,0,0,1,0
Patches_others__Dcorrect__CapGen__Lang__patch1-Lang-57-CapGen,Lang-57,Lang,CapGen,correct,1,1,2,1,1,1,1,0,0,0,1,0
Patches_others__Dcorrect__CapGen__Lang__patch1-Lang-59-CapGen,Lang-59,Lang,CapGen,correct,1,1,2,1,1,1,1,0,0,0,1,0
Patches_others__Dcorrect__CapGen__Lang__patch1-Lang-6-CapGen,Lang-6,Lang,CapGen,correct,1,1,2,1,1,1,1,0,0,0,1,0
Patches_others__Dcorrect__CapGen__Lang__patch2-Lang-57-CapGen,Lang-57,Lang,CapGen,correct,1,1,2,1,1,1,1,0,0,0,1,0
Patches_others__Dcorrect__CapGen__Lang__patch3-Lang-43-CapGen,Lang-43,Lang,CapGen,correct,1,0,1,1,0,1,1,0,0,0,1,0
Patches_others__Dcorrect__CapGen__Lang__patch3-Lang-57-CapGen,Lang-57,Lang,CapGen,correct,1,1,2,1,1,1,1,0,0,0,1,0
Patches_others__Dcorrect__CapGen__Math__patch1-Math-30-CapGen,Math-30,Math,CapGen,correct,1,1,2,1,1,1,1,0,0,0,1,0
Patches_others__Dcorrect__CapGen__Math__patch1-Math-33-CapGen,Math-33,Math,CapGen,correct,1,1,2,1,1,1,1,0,1,0,1,0
Patches_others__Dcorrect__CapGen__Math__patch1-Math-5-CapGen,Math-5,Math,CapGen,correct,1,1,2,1,1,1,1,0,0,0,1,0
Patches_others__Dcorrect__CapGen__Math__patch1-Math-53-CapGen,Math-53,Math,CapGen,correct,1,0,1,1,0,1,1,0,1,0,1,0
Patches_others__Dcorrect__CapGen__Math__patch1-Math-57-CapGen,Math-57,Math,CapGen,correct,1,1,2,1,1,1,1,0,0,0,1,0
Patches_others__Dcorrect__CapGen__Math__patch1-Math-58-CapGen,Math-58,Math,CapGen,correct,2,1,3,2,1,1,1,0,0,0,1,0
Patches_others__Dcorrect__CapGen__Math__patch1-Math-59-CapGen,Math-59,Math,CapGen,correct,1,1,2,1,1,1,1,0,0,0,1,0
Patches_others__Dcorrect__CapGen__Math__patch1-Math-63-CapGen,Math-63,Math,CapGen,correct,1,1,2,1,1,1,1,0,0,0,1,0
Patches_others__Dcorrect__CapGen__Math__patch1-Math-65-CapGen,Math-65,Math,CapGen,correct,1,1,2,1,1,1,1,0,0,0,1,0
Patches_others__Dcorrect__CapGen__Math__patch1-Math-70-CapGen,Math-70,Math,CapGen,correct,2,1,3,2,1,1,1,0,0,0,1,0
Patches_others__Dcorrect__CapGen__Math__patch1-Math-75-CapGen,Math-75,Math,CapGen,correct,1,1,2,1,1,1,1,0,0,0,1,0
Patches_others__Dcorrect__CapGen__Math__patch1-Math-80-CapGen,Math-80,Math,CapGen,correct,1,1,2,1,1,1,1,0,0,1,1,0
Patches_others__Dcorrect__CapGen__Math__patch1-Math-85-CapGen,Math-85,Math,CapGen,correct,1,1,2,1,1,1,1,0,1,0,1,0
Patches_others__Dcorrect__Jaid__Chart__patch1-Chart-1-Jaid,Chart-1,Chart,Jaid,correct,1,1,2,1,1,1,1,0,1,0,1,0
