patch_id,bug_id,has_trigger_test_info,lines_added,lines_removed,total_changed,code_lines_added,code_lines_removed,n_hunks,n_files,only_deletes,adds_conditional_guard,literal_in_failing_test_message
Patches_ICSE__Dsame__SimFix__Closure__patch1-Closure-73-SimFix,Closure-73,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Dsame__SimFix__Lang__patch1-Lang-33-SimFix,Lang-33,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Dsame__SimFix__Lang__patch1-Lang-39-SimFix,Lang-39,1,3,0,3,3,0,1,1,0,1,0
Patches_ICSE__Dsame__SimFix__Lang__patch1-Lang-43-SimFix,Lang-43,1,1,0,1,1,0,1,1,0,0,0
Patches_ICSE__Dsame__SimFix__Lang__patch1-Lang-58-SimFix,Lang-58,1,1,2,3,1,2,1,1,0,0,0
Patches_ICSE__Dsame__SimFix__Math__patch1-Math-41-SimFix,Math-41,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Dsame__SimFix__Math__patch1-Math-5-SimFix,Math-5,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Dsame__SimFix__Math__patch1-Math-53-SimFix,Math-53,1,3,0,3,3,0,1,1,0,1,0
Patches_ICSE__Dsame__SimFix__Math__patch1-Math-57-SimFix,Math-57,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Dsame__SimFix__Math__patch1-Math-59-SimFix,Math-59,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Dsame__SimFix__Math__patch1-Math-70-SimFix,Math-70,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Dsame__SimFix__Math__patch1-Math-75-SimFix,Math-75,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Dsame__SimFix__Math__patch1-Math-79-SimFix,Math-79,1,2,2,4,2,2,1,1,0,0,0
Patches_ICSE__Dsame__TBar__Chart__patch1-Chart-1-TBar,Chart-1,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Dsame__TBar__Chart__patch1-Chart-19-TBar,Chart-19,1,6,0,6,6,0,2,1,0,1,0
Patches_ICSE__Dsame__TBar__Chart__patch1-Chart-20-TBar,Chart-20,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Dsame__TBar__Chart__patch1-Chart-24-TBar,Chart-24,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Dsame__TBar__Chart__patch1-Chart-4-TBar,Chart-4,1,2,0,2,2,0,2,1,0,1,0
Patches_ICSE__Dsame__TBar__Chart__patch1-Chart-9-TBar,Chart-9,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Dsame__TBar__Closure__patch1-Closure-62-TBar,Closure-62,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Dsame__TBar__Closure__patch1-Closure-63-TBar,Closure-63,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Dsame__TBar__Closure__patch1-Closure-73-TBar,Closure-73,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Dsame__TBar__Lang__patch1-Lang-57-TBar,Lang-57,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Dsame__TBar__Lang__patch1-Lang-59-TBar,Lang-59,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Dsame__TBar__Math__patch1-Math-5-TBar,Math-5,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Dsame__TBar__Math__patch1-Math-57-TBar,Math-57,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Dsame__TBar__Math__patch1-Math-70-TBar,Math-70,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Dsame__TBar__Math__patch1-Math-75-TBar,Math-75,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Dsame__TBar__Math__patch1-Math-79-TBar,Math-79,1,2,2,4,2,2,1,1,0,0,0
Patches_ICSE__Dsame__TBar__Math__patch1-Math-89-TBar,Math-89,1,4,0,4,4,0,1,1,0,1,0
Patches_ICSE__Dsame__jGenProg__Math__patch1-Math-70-jGenProg,Math-70,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Dsame__jMutRepair__Chart__patch1-Chart-1-jMutRepair,Chart-1,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Dsame__jMutRepair__Closure__patch1-Closure-62-jMutRepair,Closure-62,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Dsame__jMutRepair__Closure__patch1-Closure-63-jMutRepair,Closure-63,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Dsame__jMutRepair__Math__patch1-Math-82-jMutRepair,Math-82,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Dsame__jMutRepair__Math__patch1-Math-85-jMutRepair,Math-85,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Dsame__kPAR__Chart__patch1-Chart-1-kPAR,Chart-1,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Dsame__kPAR__Chart__patch1-Chart-19-kPAR,Chart-19,1,6,0,6,6,0,2,1,0,1,0
Patches_ICSE__Dsame__kPAR__Chart__patch1-Chart-4-kPAR,Chart-4,1,2,0,2,2,0,2,1,0,1,0
Patches_ICSE__Dsame__kPAR__Closure__patch1-Closure-73-kPAR,Closure-73,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Dsame__kPAR__Math__patch1-Math-58-kPAR,Math-58,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Dsame__kPAR__Math__patch1-Math-70-kPAR,Math-70,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Dsame__kPAR__Math__patch1-Math-75-kPAR,Math-75,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Dsame__kPAR__Math__patch1-Math-89-kPAR,Math-89,1,4,0,4,4,0,1,1,0,1,0
Patches_ICSE__Error__patch1-Chart-12-FixMiner-plausible,Chart-12,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Error__patch1-Chart-12-kPAR-plausible,Chart-12,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Error__patch1-Closure-106-SimFix-plausible,Closure-106,1,1,0,1,1,0,1,1,0,0,0
Patches_others__Dcorrect__CapGen__Chart__patch1-Chart-1-CapGen,Chart-1,1,1,1,2,1,1,1,1,0,1,0
Patches_others__Dcorrect__CapGen__Chart__patch1-Chart-11-CapGen,Chart-11,1,1,1,2,1,1,1,1,0,0,0
Patches_others__Dcorrect__CapGen__Chart__patch1-Chart-24-CapGen,Chart-24,1,1,1,2,1,1,1,1,0,0,0
Patches_others__Dcorrect__CapGen__Chart__patch1-Chart-8-CapGen,Chart-8,1,1,1,2,1,1,1,1,0,0,0
Patches_others__Dcorrect__CapGen__Chart__patch2-Chart-11-CapGen,Chart-11,1,1,1,2,1,1,1,1,0,0,0
Patches_others__Dcorrect__CapGen__Lang__patch1-Lang-26-CapGen,Lang-26,1,1,1,2,1,1,1,1,0,0,0
Patches_others__Dcorrect__CapGen__Lang__patch1-Lang-43-CapGen,Lang-43,1,1,0,1,1,0,1,1,0,0,0
Patches_others__Dcorrect__CapGen__Lang__patch1-Lang-57-CapGen,Lang-57,1,1,1,2,1,1,1,1,0,0,0
Patches_others__Dcorrect__CapGen__Lang__patch1-Lang-59-CapGen,Lang-59,1,1,1,2,1,1,1,1,0,0,0
Patches_others__Dcorrect__CapGen__Lang__patch1-Lang-6-CapGen,Lang-6,1,1,1,2,1,1,1,1,0,0,0
Patches_others__Dcorrect__CapGen__Lang__patch2-Lang-43-CapGen,Lang-43,1,1,0,1,1,0,1,1,0,0,0
Patches_others__Dcorrect__CapGen__Lang__patch2-Lang-57-CapGen,Lang-57,1,1,1,2,1,1,1,1,0,0,0
Patches_others__Dcorrect__CapGen__Lang__patch3-Lang-43-CapGen,Lang-43,1,1,0,1,1,0,1,1,0,0,0
Patches_others__Dcorrect__CapGen__Lang__patch3-Lang-57-CapGen,Lang-57,1,1,1,2,1,1,1,1,0,0,0
Patches_others__Dcorrect__CapGen__Math__patch1-Math-30-CapGen,Math-30,1,1,1,2,1,1,1,1,0,0,0
Patches_others__Dcorrect__CapGen__Math__patch1-Math-33-CapGen,Math-33,1,1,1,2,1,1,1,1,0,1,0
Patches_others__Dcorrect__CapGen__Math__patch1-Math-5-CapGen,Math-5,1,1,1,2,1,1,1,1,0,0,0
Patches_others__Dcorrect__CapGen__Math__patch1-Math-53-CapGen,Math-53,1,1,0,1,1,0,1,1,0,1,0
Patches_others__Dcorrect__CapGen__Math__patch1-Math-57-CapGen,Math-57,1,1,1,2,1,1,1,1,0,0,0
Patches_others__Dcorrect__CapGen__Math__patch1-Math-58-CapGen,Math-58,1,2,1,3,2,1,1,1,0,0,0
Patches_others__Dcorrect__CapGen__Math__patch1-Math-59-CapGen,Math-59,1,1,1,2,1,1,1,1,0,0,0
Patches_others__Dcorrect__CapGen__Math__patch1-Math-63-CapGen,Math-63,1,1,1,2,1,1,1,1,0,0,0
Patches_others__Dcorrect__CapGen__Math__patch1-Math-65-CapGen,Math-65,1,1,1,2,1,1,1,1,0,0,0
Patches_others__Dcorrect__CapGen__Math__patch1-Math-70-CapGen,Math-70,1,2,1,3,2,1,1,1,0,0,0
Patches_others__Dcorrect__CapGen__Math__patch1-Math-75-CapGen,Math-75,1,1,1,2,1,1,1,1,0,0,0
Patches_others__Dcorrect__CapGen__Math__patch1-Math-80-CapGen,Math-80,1,1,1,2,1,1,1,1,0,0,1
Patches_others__Dcorrect__CapGen__Math__patch1-Math-85-CapGen,Math-85,1,1,1,2,1,1,1,1,0,1,0
Patches_others__Dcorrect__CapGen__Math__patch2-Math-53-CapGen,Math-53,1,1,0,1,1,0,1,1,0,1,0
Patches_others__Dcorrect__Jaid__Chart__patch1-Chart-1-Jaid,Chart-1,1,1,1,2,1,1,1,1,0,1,0
Patches_others__Dcorrect__Jaid__Chart__patch1-Chart-24-Jaid,Chart-24,1,1,0,1,1,0,1,1,0,0,0
Patches_others__Dcorrect__Jaid__Chart__patch1-Chart-26-Jaid,Chart-26,1,1,1,2,1,1,1,1,0,1,0
Patches_others__Dcorrect__Jaid__Chart__patch1-Chart-9-Jaid,Chart-9,1,1,1,2,1,1,1,1,0,1,0
Patches_others__Dcorrect__Jaid__Chart__patch2-Chart-24-Jaid,Chart-24,1,3,0,3,3,0,1,1,0,1,0
Patches_others__Dcorrect__Jaid__Chart__patch2-Chart-26-Jaid,Chart-26,1,3,0,3,3,0,1,1,0,1,0
Patches_others__Dcorrect__Jaid__Chart__patch2-Chart-9-Jaid,Chart-9,1,1,1,2,1,1,1,1,0,1,0
Patches_others__Dcorrect__Jaid__Chart__patch3-Chart-26-Jaid,Chart-26,1,3,0,3,3,0,1,1,0,1,0
Patches_others__Dcorrect__Jaid__Closure__patch1-Closure-126-Jaid,Closure-126,1,1,1,2,1,1,1,1,0,1,0
Patches_others__Dcorrect__Jaid__Closure__patch1-Closure-18-Jaid,Closure-18,1,1,1,2,1,1,1,1,0,1,0
Patches_others__Dcorrect__Jaid__Closure__patch1-Closure-31-Jaid,Closure-31,1,1,1,2,1,1,1,1,0,0,0
Patches_others__Dcorrect__Jaid__Closure__patch1-Closure-33-Jaid,Closure-33,1,3,0,3,3,0,1,1,0,1,0
Patches_others__Dcorrect__Jaid__Closure__patch1-Closure-40-Jaid,Closure-40,1,1,1,2,1,1,1,1,0,0,0
Patches_others__Dcorrect__Jaid__Closure__patch1-Closure-62-Jaid,Closure-62,1,1,1,2,1,1,1,1,0,0,0
Patches_others__Dcorrect__Jaid__Closure__patch1-Closure-63-Jaid,Closure-63,1,1,1,2,1,1,1,1,0,0,0
Patches_others__Dcorrect__Jaid__Closure__patch1-Closure-70-Jaid,Closure-70,1,1,1,2,1,1,1,1,0,0,0
Patches_others__Dcorrect__Jaid__Closure__patch1-Closure-73-Jaid,Closure-73,1,1,1,2,1,1,1,1,0,1,0
Patches_others__Dcorrect__Jaid__Lang__patch1-Lang-33-Jaid,Lang-33,1,4,0,4,3,0,1,1,0,1,0
Patches_others__Dcorrect__Jaid__Lang__patch1-Lang-38-Jaid,Lang-38,1,1,0,1,1,0,1,1,0,0,0
Patches_others__Dcorrect__Jaid__Lang__patch1-Lang-45-Jaid,Lang-45,1,6,0,6,3,0,1,1,0,1,0
Patches_others__Dcorrect__Jaid__Lang__patch1-Lang-51-Jaid,Lang-51,1,3,0,3,3,0,1,1,0,1,0
Patches_others__Dcorrect__Jaid__Lang__patch1-Lang-55-Jaid,Lang-55,1,2,0,2,2,0,1,1,0,1,0
Patches_others__Dcorrect__Jaid__Lang__patch2-Lang-33-Jaid,Lang-33,1,6,1,7,5,1,1,1,0,1,0
Patches_others__Dcorrect__Jaid__Lang__patch2-Lang-38-Jaid,Lang-38,1,1,0,1,1,0,1,1,0,0,0
Patches_others__Dcorrect__Jaid__Lang__patch2-Lang-51-Jaid,Lang-51,1,4,0,4,3,0,1,1,0,1,0
Patches_others__Dcorrect__Jaid__Lang__patch3-Lang-38-Jaid,Lang-38,1,3,0,3,3,0,1,1,0,1,0
Patches_others__Dcorrect__Jaid__Lang__patch3-Lang-51-Jaid,Lang-51,1,3,0,3,3,0,1,1,0,1,0
Patches_others__Dcorrect__Jaid__Lang__patch4-Lang-38-Jaid,Lang-38,1,3,0,3,3,0,1,1,0,1,0
Patches_others__Dcorrect__Jaid__Lang__patch4-Lang-51-Jaid,Lang-51,1,3,0,3,3,0,1,1,0,1,0
Patches_others__Dcorrect__Jaid__Lang__patch5-Lang-51-Jaid,Lang-51,1,3,0,3,3,0,1,1,0,1,0
Patches_others__Dcorrect__Jaid__Lang__patch6-Lang-51-Jaid,Lang-51,1,3,0,3,3,0,1,1,0,1,0
Patches_others__Dcorrect__Jaid__Math__patch1-Math-32-Jaid,Math-32,1,1,1,2,1,1,1,1,0,1,0
Patches_others__Dcorrect__Jaid__Math__patch1-Math-5-Jaid,Math-5,1,3,1,4,3,0,1,1,0,1,0
Patches_others__Dcorrect__Jaid__Math__patch1-Math-50-Jaid,Math-50,1,1,1,2,1,1,1,1,0,1,0
Patches_others__Dcorrect__Jaid__Math__patch1-Math-53-Jaid,Math-53,1,3,0,3,3,0,1,1,0,1,0
Patches_others__Dcorrect__Jaid__Math__patch1-Math-80-Jaid,Math-80,1,3,0,3,3,0,1,1,0,1,1
Patches_others__Dcorrect__Jaid__Math__patch1-Math-82-Jaid,Math-82,1,1,1,2,1,1,1,1,0,1,0
Patches_others__Dcorrect__Jaid__Math__patch1-Math-85-Jaid,Math-85,1,1,1,2,1,1,1,1,0,1,0
Patches_others__Dcorrect__Jaid__Math__patch2-Math-5-Jaid,Math-5,1,3,0,3,3,0,1,1,0,1,0
Patches_others__Dcorrect__Jaid__Math__patch2-Math-53-Jaid,Math-53,1,3,0,3,3,0,1,1,0,1,0
Patches_others__Dcorrect__Jaid__Math__patch2-Math-80-Jaid,Math-80,1,1,0,1,1,0,1,1,0,0,1
Patches_others__Dcorrect__Jaid__Math__patch3-Math-5-Jaid,Math-5,1,3,0,3,3,0,1,1,0,1,0
Patches_others__Dcorrect__SOFix__Chart__patch1-Chart-1-SOFix,Chart-1,1,1,1,2,1,1,1,1,0,1,0
Patches_others__Dcorrect__SOFix__Chart__patch1-Chart-11-SOFix,Chart-11,1,1,1,2,1,1,1,1,0,0,0
Patches_others__Dcorrect__SOFix__Chart__patch1-Chart-24-SOFix,Chart-24,1,1,1,2,1,1,1,1,0,0,0
Patches_others__Dcorrect__SOFix__Chart__patch1-Chart-26-SOFix,Chart-26,1,2,0,2,2,0,1,1,0,1,0
Patches_others__Dcorrect__SOFix__Chart__patch1-Chart-4-SOFix,Chart-4,1,2,1,3,2,0,2,1,0,1,0
Patches_others__Dcorrect__SOFix__Lang__patch1-Lang-51-SOFix,Lang-51,1,1,0,1,1,0,1,1,0,0,0
Patches_others__Dcorrect__SOFix__Lang__patch1-Lang-59-SOFix,Lang-59,1,1,1,2,1,1,1,1,0,0,0
Patches_others__Dcorrect__SOFix__Lang__patch1-Lang-6-SOFix,Lang-6,1,1,1,2,1,1,1,1,0,0,0
Patches_others__Dcorrect__SOFix__Math__patch1-Math-2-SOFix,Math-2,1,1,1,2,1,1,1,1,0,0,0
Patches_others__Dcorrect__SOFix__Math__patch1-Math-33-SOFix,Math-33,1,1,1,2,1,1,1,1,0,1,0
Patches_others__Dcorrect__SOFix__Math__patch1-Math-34-SOFix,Math-34,1,1,1,2,1,1,1,1,0,0,0
Patches_others__Dcorrect__SOFix__Math__patch1-Math-5-SOFix,Math-5,1,1,1,2,1,1,1,1,0,0,0
Patches_others__Dcorrect__SOFix__Math__patch1-Math-50-SOFix,Math-50,1,1,4,5,0,4,1,1,1,0,0
Patches_others__Dcorrect__SOFix__Math__patch1-Math-57-SOFix,Math-57,1,1,1,2,1,1,1,1,0,0,0
Patches_others__Dcorrect__SOFix__Math__patch1-Math-58-SOFix,Math-58,1,1,1,2,1,1,1,1,0,0,0
Patches_others__Dcorrect__SOFix__Math__patch1-Math-59-SOFix,Math-59,1,1,1,2,1,1,1,1,0,0,0
Patches_others__Dcorrect__SOFix__Math__patch1-Math-70-SOFix,Math-70,1,2,1,3,2,1,1,1,0,0,0
Patches_others__Dcorrect__SOFix__Math__patch1-Math-75-SOFix,Math-75,1,1,1,2,1,1,1,1,0,0,0
Patches_others__Dcorrect__SOFix__Math__patch1-Math-80-SOFix,Math-80,1,1,1,2,1,1,1,1,0,0,1
Patches_others__Dcorrect__SOFix__Math__patch1-Math-82-SOFix,Math-82,1,1,1,2,1,1,1,1,0,1,0
Patches_others__Dcorrect__SOFix__Math__patch1-Math-85-SOFix,Math-85,1,1,1,2,1,1,1,1,0,1,0
Patches_others__Dcorrect__SOFix__Time__patch1-Time-19-SOFix,Time-19,1,1,1,2,1,1,1,1,0,1,0
Patches_others__Dcorrect__SequenceR__Chart__patch1-Chart-1-SequenceR,Chart-1,1,1,1,2,1,1,1,1,0,1,0
Patches_others__Dcorrect__SequenceR__Chart__patch1-Chart-11-SequenceR,Chart-11,1,1,1,2,1,1,1,1,0,0,0
Patches_others__Dcorrect__SequenceR__Chart__patch1-Chart-9-SequenceR,Chart-9,1,1,1,2,1,1,1,1,0,1,0
Patches_others__Dcorrect__SequenceR__Closure__patch1-Closure-18-SequenceR,Closure-18,1,1,1,2,1,1,1,1,0,1,0
Patches_others__Dcorrect__SequenceR__Closure__patch1-Closure-73-SequenceR,Closure-73,1,1,1,2,1,1,1,1,0,1,0
Patches_others__Dcorrect__SequenceR__Closure__patch1-Closure-86-SequenceR,Closure-86,1,1,1,2,1,1,1,1,0,0,0
Patches_others__Dcorrect__SequenceR__Closure__patch2-Closure-73-SequenceR,Closure-73,1,1,1,2,1,1,1,1,0,1,0
Patches_others__Dcorrect__SequenceR__Lang__patch1-Lang-59-SequenceR,Lang-59,1,1,1,2,1,1,1,1,0,0,0
Patches_others__Dcorrect__SequenceR__Lang__patch1-Lang-6-SequenceR,Lang-6,1,1,1,2,1,1,1,1,0,0,0
Patches_others__Dcorrect__SequenceR__Math__patch1-Math-30-SequenceR,Math-30,1,1,1,2,1,1,1,1,0,0,0
Patches_others__Dcorrect__SequenceR__Math__patch1-Math-5-SequenceR,Math-5,1,1,1,2,1,1,1,1,0,0,0
Patches_others__Dcorrect__SequenceR__Math__patch1-Math-57-SequenceR,Math-57,1,1,1,2,1,1,1,1,0,0,0
Patches_others__Dcorrect__SequenceR__Math__patch1-Math-58-SequenceR,Math-58,1,1,1,2,1,1,1,1,0,0,0
Patches_others__Dcorrect__SequenceR__Math__patch1-Math-75-SequenceR,Math-75,1,1,1,2,1,1,1,1,0,0,0
Patches_others__Dcorrect__SequenceR__Math__patch1-Math-82-SequenceR,Math-82,1,1,1,2,1,1,1,1,0,1,0
Patches_others__Dcorrect__SequenceR__Math__patch1-Math-85-SequenceR,Math-85,1,1,1,2,1,1,1,1,0,1,0
Patches_others__Dcorrect__SequenceR__Math__patch2-Math-82-SequenceR,Math-82,1,1,1,2,1,1,1,1,0,1,0
Patches_others__Dcorrect__SketchFix__Chart__patch1-Chart-1-SketchFix,Chart-1,1,1,1,2,1,1,1,1,0,1,0
Patches_others__Dcorrect__SketchFix__Chart__patch1-Chart-11-SketchFix,Chart-11,1,1,1,2,1,1,1,1,0,0,0
Patches_others__Dcorrect__SketchFix__Chart__patch1-Chart-20-SketchFix,Chart-20,1,1,1,2,1,1,1,1,0,0,0
Patches_others__Dcorrect__SketchFix__Chart__patch1-Chart-24-SketchFix,Chart-24,1,1,1,2,1,1,1,1,0,0,0
Patches_others__Dcorrect__SketchFix__Chart__patch1-Chart-8-SketchFix,Chart-8,1,1,1,2,1,1,1,1,0,0,0
Patches_others__Dcorrect__SketchFix__Chart__patch1-Chart-9-SketchFix,Chart-9,1,1,1,2,1,1,1,1,0,1,0
Patches_others__Dcorrect__SketchFix__Closure__patch1-Closure-126-SketchFix,Closure-126,1,1,1,2,1,1,1,1,0,1,0
Patches_others__Dcorrect__SketchFix__Closure__patch1-Closure-14-SketchFix,Closure-14,1,1,1,2,1,1,1,1,0,0,0
Patches_others__Dcorrect__SketchFix__Lang__patch1-Lang-59-SketchFix,Lang-59,1,1,1,2,1,1,1,1,0,0,0
Patches_others__Dcorrect__SketchFix__Lang__patch1-Lang-6-SketchFix,Lang-6,1,1,1,2,1,1,1,1,0,0,0
Patches_others__Dcorrect__SketchFix__Math__patch1-Math-33-SketchFix,Math-33,1,1,1,2,1,1,1,1,0,1,0
Patches_others__Dcorrect__SketchFix__Math__patch1-Math-5-SketchFix,Math-5,1,1,1,2,1,1,1,1,0,0,0
Patches_others__Dcorrect__SketchFix__Math__patch1-Math-50-SketchFix,Math-50,1,0,4,4,0,4,1,1,1,0,0
Patches_others__Dcorrect__SketchFix__Math__patch1-Math-59-SketchFix,Math-59,1,1,1,2,1,1,1,1,0,0,0
Patches_others__Dcorrect__SketchFix__Math__patch1-Math-70-SketchFix,Math-70,1,1,1,2,1,1,1,1,0,0,0
Patches_others__Dcorrect__SketchFix__Math__patch1-Math-82-SketchFix,Math-82,1,1,1,2,1,1,1,1,0,1,0
Patches_others__Doverfitting__CapGen__Lang__patch1-Lang-43-CapGen-plausible,Lang-43,1,1,0,1,1,0,1,1,0,0,0
Patches_others__Doverfitting__CapGen__Lang__patch1-Lang-59-CapGen-plausible,Lang-59,1,1,1,2,1,1,1,1,0,0,0
Patches_others__Doverfitting__CapGen__Lang__patch10-Lang-59-CapGen-plausible,Lang-59,1,2,1,3,2,1,1,1,0,0,0
Patches_others__Doverfitting__CapGen__Lang__patch11-Lang-59-CapGen-plausible,Lang-59,1,2,1,3,2,1,1,1,0,0,0
Patches_others__Doverfitting__CapGen__Lang__patch12-Lang-59-CapGen-plausible,Lang-59,1,2,1,3,2,1,1,1,0,1,0
Patches_others__Doverfitting__CapGen__Lang__patch13-Lang-59-CapGen-plausible,Lang-59,1,2,1,3,2,1,1,1,0,1,0
Patches_others__Doverfitting__CapGen__Lang__patch2-Lang-59-CapGen-plausible,Lang-59,1,1,1,2,1,1,1,1,0,0,0
Patches_others__Doverfitting__CapGen__Lang__patch3-Lang-59-CapGen-plausible,Lang-59,1,2,1,3,2,1,1,1,0,1,0
Patches_others__Doverfitting__CapGen__Lang__patch4-Lang-59-CapGen-plausible,Lang-59,1,2,1,3,2,1,1,1,0,0,0
Patches_others__Doverfitting__CapGen__Lang__patch5-Lang-59-CapGen-plausible,Lang-59,1,2,1,3,2,1,1,1,0,0,0
Patches_others__Doverfitting__CapGen__Lang__patch6-Lang-59-CapGen-plausible,Lang-59,1,2,1,3,2,1,1,1,0,0,0
Patches_others__Doverfitting__CapGen__Lang__patch7-Lang-59-CapGen-plausible,Lang-59,1,2,1,3,2,1,1,1,0,1,0
Patches_others__Doverfitting__CapGen__Lang__patch8-Lang-59-CapGen-plausible,Lang-59,1,1,1,2,1,1,1,1,0,0,0
Patches_others__Doverfitting__CapGen__Lang__patch9-Lang-59-CapGen-plausible,Lang-59,1,1,1,2,1,1,1,1,0,0,0
Patches_others__Doverfitting__CapGen__Math__patch1-Math-5-CapGen-plausible,Math-5,1,1,1,2,1,1,1,1,0,1,0
Patches_others__Doverfitting__CapGen__Math__patch1-Math-63-CapGen-plausible,Math-63,1,1,1,2,1,1,1,1,0,0,0
Patches_others__Doverfitting__CapGen__Math__patch1-Math-80-CapGen-plausible,Math-80,1,1,1,2,1,1,1,1,0,0,1
Patches_others__Doverfitting__CapGen__Math__patch1-Math-85-CapGen-plausible,Math-85,1,1,1,2,1,1,1,1,0,1,0
Patches_others__Doverfitting__CapGen__Math__patch10-Math-80-CapGen-plausible,Math-80,1,1,1,2,1,1,1,1,0,0,0
Patches_others__Doverfitting__CapGen__Math__patch2-Math-5-CapGen-plausible,Math-5,1,1,1,2,1,1,1,1,0,1,0
Patches_others__Doverfitting__CapGen__Math__patch2-Math-63-CapGen-plausible,Math-63,1,1,1,2,1,1,1,1,0,0,0
Patches_others__Doverfitting__CapGen__Math__patch2-Math-80-CapGen-plausible,Math-80,1,1,1,2,1,1,1,1,0,0,1
Patches_others__Doverfitting__CapGen__Math__patch2-Math-85-CapGen-plausible,Math-85,1,1,1,2,1,1,1,1,0,1,0
Patches_others__Doverfitting__CapGen__Math__patch3-Math-5-CapGen-plausible,Math-5,1,1,1,2,1,1,1,1,0,1,0
Patches_others__Doverfitting__CapGen__Math__patch3-Math-63-CapGen-plausible,Math-63,1,1,1,2,1,1,1,1,0,0,0
Patches_others__Doverfitting__CapGen__Math__patch3-Math-80-CapGen-plausible,Math-80,1,1,1,2,1,1,1,1,0,0,1
Patches_others__Doverfitting__CapGen__Math__patch3-Math-85-CapGen-plausible,Math-85,1,1,1,2,1,1,1,1,0,1,0
Patches_others__Doverfitting__CapGen__Math__patch4-Math-63-CapGen-plausible,Math-63,1,1,1,2,1,1,1,1,0,0,0
Patches_others__Doverfitting__CapGen__Math__patch4-Math-80-CapGen-plausible,Math-80,1,1,1,2,1,1,1,1,0,0,0
Patches_others__Doverfitting__CapGen__Math__patch5-Math-63-CapGen-plausible,Math-63,1,1,1,2,1,1,1,1,0,0,0
Patches_others__Doverfitting__CapGen__Math__patch5-Math-80-CapGen-plausible,Math-80,1,1,1,2,1,1,1,1,0,0,0
Patches_others__Doverfitting__CapGen__Math__patch6-Math-63-CapGen-plausible,Math-63,1,1,1,2,1,1,1,1,0,0,0
Patches_others__Doverfitting__CapGen__Math__patch6-Math-80-CapGen-plausible,Math-80,1,1,1,2,1,1,1,1,0,0,0
Patches_others__Doverfitting__CapGen__Math__patch7-Math-63-CapGen-plausible,Math-63,1,1,1,2,1,1,1,1,0,0,0
Patches_others__Doverfitting__CapGen__Math__patch7-Math-80-CapGen-plausible,Math-80,1,1,1,2,1,1,1,1,0,0,1
Patches_others__Doverfitting__CapGen__Math__patch8-Math-63-CapGen-plausible,Math-63,1,1,1,2,1,1,1,1,0,0,0
Patches_others__Doverfitting__CapGen__Math__patch8-Math-80-CapGen-plausible,Math-80,1,1,1,2,1,1,1,1,0,0,1
Patches_others__Doverfitting__CapGen__Math__patch9-Math-80-CapGen-plausible,Math-80,1,1,1,2,1,1,1,1,0,0,0
Patches_others__Doverfitting__Jaid__Chart__patch1-Chart-1-Jaid-plausible,Chart-1,1,2,0,2,2,0,1,1,0,1,0
Patches_others__Doverfitting__Jaid__Chart__patch1-Chart-26-Jaid-plausible,Chart-26,1,1,0,1,1,0,1,1,0,0,0
Patches_others__Doverfitting__Jaid__Chart__patch1-Chart-9-Jaid-plausible,Chart-9,1,4,0,4,3,0,1,1,0,1,0
Patches_others__Doverfitting__Jaid__Chart__patch2-Chart-1-Jaid-plausible,Chart-1,1,1,1,2,1,1,1,1,0,1,0
